index,text,text2,text3
171,"of iron to hydrogen compared to the same ratio for the Sun; ε Indi A is found to have about 87% of the Sun's proportion of iron in its photosphere. The corona of ε Indi A is similar to the Sun, with an X-ray luminosity of 2 ergs s and an estimated coronal temperature of 2 K. The stellar wind of this star expands outward, producing a bow shock at a distance of 63 AU. Downstream of the bow, the termination shock reaches as far as 140 AU from the star. This star has the third highest proper motion of","fainter emissions from 0.645 to 2.090 MeV), yielding stable tellurium-124. Gamma rays from Antimony-124 knock neutrons off beryllium-9 with an average kinetic energy of 24keV, intermediate neutrons. The other product is two alpha particles. Other isotopes have higher thresholds for photoneutron production, as high as 18.72 MeV, for carbon-12. In explosions of very large stars (250 or more times the mass of the Sun), such as pair-instability supernovae, photodisintegration is a major factor in the supernova event. As the star reaches the end of its life, it reaches temperatures and pressures where photodisintegration's energy-absorbing effects temporarily reduce pressure and temperature","Sun. The three stars with observed spectra in the system have similar metallicity values: [Fe/H] = -0.21 ± 0.03 and -0.28 ± 0.03 for HD 53705 and B, and [Fe/H] = -0.29 ± 0.08 for HD 53680 A. The average value, -0.26 ± 0.04, results in an iron abundance of 55 ± 5% solar, a value typical for field stars. The sub-solar metallicity of the stars has the effect of heating up their chromospheres; Though HD 53705 has a mass that is approximately solar, its effective temperature is about fifty degrees hotter. The kinematics of the stars, with large proper"
172,"quantum can be made using the Heisenberg uncertainty principle, which states that the minimum energy-time uncertainty is ""ΔEΔt"" ~ ""h"", where ""h"" is the Planck constant. The current ""I"" in a quantum channel can be expressed as ""e/τ"", where ""τ"" is transit time and the ""e"" is electron charge. Applying a voltage ""V"" results in an energy ""E = eV"". If we assume that the energy uncertainty is of order E and the time uncertainty is of order ""τ"", we can write ""ΔEΔt"" ~ ""(eV)(e/I)"" ~ ""h"". Using the fact that the electrical conductance ""G = I/V"", this becomes ""G""","same state, the uncertainty in their position, Δ""x"", and the uncertainty in their momentum (in the same direction), Δ""p"", obey where the uncertainty is given as the standard deviation of the measured value from its expected value. There are a number of other such pairs of physically measurable values which obey a similar rule. One example is time vs. energy. The either-or nature of uncertainty forces measurement attempts to choose between trade offs, and given that they are quanta, the trade offs often take the form of either-or (as in Fourier analysis), rather than the compromises and gray areas of","2D electron that gets accelerated (obtains a high boost) gains a non-zero z coordinate. Thus, if a photon were to interact with it, it would need to be at the same (t,x,y,z) coordinate. Considering the null geodesic equation again, one can see that if dU/dt=c, dX/dt=0 meaning that light comes to a standstill. This implies that a high hyperspace velocity reduces spacetime's ""stiffness"" or ability to resist being curved by energy, effectively reducing the energy requirements to warp it. This observation, together with the modified energy density distribution, first led researchers at NASA to begin thinking of testbeds to verify"
173,"amount of energy is released. The sum of the rest masses of the fission fragments and ejected neutrons is less than the sum of the rest masses of the original atom and incident neutron (of course the fission fragments are not at rest). The mass difference is accounted for in the release of energy according to the equation ""E""=Δ""mc"": Due to the extremely large value of the speed of light, ""c"", a small decrease in mass is associated with a tremendous release of active energy (for example, the kinetic energy of the fission fragments). This energy (in the form of","protons. On this side of the valley of stability, β decay also serves to move nuclides toward a more stable neutron-proton ratio. The mass of an atomic nucleus is given by where formula_2 and formula_3 are the rest mass of a proton and a neutron, respectively, and formula_4 is the total binding energy of the nucleus. The mass–energy equivalence is used here. The binding energy is subtracted from the sum of the proton and neutron masses because the mass of the nucleus is ""less"" than that sum. This property, called the mass defect, is necessary for a stable nucleus; within","proton; the then decays into the electron and the antineutrino. The following equations denote the same process as the first equation above, but also include the short-lived and describe the process on both the nucleon and the quark level: For the free neutron, the decay energy for this process (based on the rest masses of the neutron, proton and electron) is 0.782343 MeV. That is the difference between the rest mass of the neutron and the sum of the rest masses of the products. That difference has to be carried away as kinetic energy. The maximal energy of the beta"
174,"(polarization will be ignored for the moment). In terms of the spectral radiance, formula_1, the energy flowing across an area element of area formula_2 located at formula_3 in time formula_4 in the solid angle formula_5 about the direction formula_6 in the frequency interval formula_7 to formula_8 is where formula_10 is the angle that the unit direction vector formula_6 makes with a normal to the area element. The units of the spectral radiance are seen to be energy/time/area/solid angle/frequency. In MKS units this would be W·m·sr·Hz (watts per square-metre-steradian-hertz). The equation of radiative transfer simply says that as a beam of","it can behave as a dielectric, independent of the wave vector of the EM excitation (radiation) field. Furthermore, a minute-fractionally small amount of plasmon energy is absorbed into the system denoted as ""γ"". For aluminium ""f"" = 15 eV, and ""γ"" = 0.1 eV. Perhaps the most important result of the interaction of metal and the plasma frequency is that permittivity is negative below the plasma frequency, all the way to the minute value of ""γ"". These facts ultimately result in the arrayed wire structure as being effectively a homogeneous medium. This metamaterial allows for control of the direction of","charge continuity equation as was done for electric dipole radiation. This corresponds to the traceless electric quadrupole moment tensor formula_75. Contracting the second index with the normal vector formula_76 allows the vector potential to be expressed as The resulting magnetic and electric fields are: The average power radiated per unit solid angle by an electric quadrupole is where θ is measured with respect to the magnetic dipole formula_71. The total power radiated is: As the multipole moment of a source distribution increases, the direct calculations employed so far become too cumbersome to continue. Analysis of higher moments requires more general"
175,"to 1 and the ""i""th row or column is otherwise filled with 0's, then that row or column will remain unchanged in all of the subsequent powers P. Hence, the ""i""th row or column of Q will have the 1 and the 0's in the same positions as in P. As stated earlier, from the equation formula_102 (if exists) the stationary (or steady state) distribution is a left eigenvector of row stochastic matrix P. Then assuming that P is diagonalizable or equivalently that P has ""n"" linearly independent eigenvectors, speed of convergence is elaborated as follows. (For non-diagonalizable, i.e., defective","this point using formula_52. Form the reduced density matrix formula_53 for the first two block system, the block and the left-site. By definition it is the formula_54 matrix: formula_55 Diagonalize formula_53 and form the formula_57 matrix formula_58, which rows are the formula_59 eigenvectors associated with the formula_59 largest eigenvalues formula_61 of formula_53. So formula_58 is formed by the most significant eigenstates of the reduced density matrix. You choose formula_59 looking to the parameter formula_65: formula_66. Form the formula_54 matrix representation of operators for the system composite of the block and left-site, and for the system composite of right-site and universe-block,","formula_17, formula_18 then <br> <br> formula_19<br> <br> Further in Row 1 we have formula_20<br> <br> formula_21<br> <br> formula_22<br> <br> formula_23.<br> <br> As a result after Row 1 we have formula_24.<br> <br> For the Row 2 we have formula_25 <br> formula_26<br> <br> then follow the rows formula_27<br> formula_28 formula_29<br> <br> formula_30 formula_31<br> <br> formula_32 formula_33<br> <br> formula_34 formula_35<br> <br> formula_36. Network operator matrix Network operator matrix (NOM) is a representation of mathematical expressions in computer memory. NOM is a new approach to the problem of automatic search of mathematical equations. The researcher defines the sets of operations, variables and parameters. The"
176,", which compares well with a more modern estimate of . Since hotter bodies radiate more energy than colder ones, a star's surface brightness can be estimated from its effective surface temperature, and that from its spectrum. If the star's distance is known, its absolute luminosity can also be estimated. From the absolute luminosity and distance, the star's surface area and its radius can be calculated. Reasoning of this sort led to the realization, puzzling to astronomers at the time, that Sirius B and 40 Eridani B must be very dense. When Ernst Öpik estimated the density of a number","a star's surface brightness can be estimated from its effective surface temperature, and hence from its spectrum. If the star's distance is known, its overall luminosity can also be estimated. Comparison of the two figures yields the star's radius. Reasoning of this sort led to the realization, puzzling to astronomers at the time, that Sirius B and 40 Eridani B must be very dense. For example, when Ernst Öpik estimated the density of a number of visual binary stars in 1916, he found that 40 Eridani B had a density of over 25,000 times the Sun's, which was so high","the Netherlands for measurement and analysis. During this period he calculated the mean radius of the variable star Delta Cephei using measurements of its brightness, its colour and the radial velocity of its surface, assuming the star behaved as a black body in emitting light. This developed a method suggested by Walter Baade in 1926 and the technique subsequently became known as the ""Baade-Wesselink method"". In 1950 Adriaan Wesselink was appointed chief assistant of the Radcliffe Observatory in Pretoria. The observatory was equipped with a 1.9-metre (74-inch) aperture reflecting telescope, then the largest telescope in the southern hemisphere. A new"
177,"for the bosonic string theory and 10 for superstring theory. Determining the upper critical dimension of a field theory is a matter of linear algebra. It nevertheless is worthwhile to formalize the procedure because it yields the lowest-order approximation for scaling and essential input for the renormalization group. It also reveals conditions to have a critical model in the first place. A Lagrangian may be written as a sum of terms, each consisting of an integral over a monomial of coordinates formula_1 and fields formula_2. Examples are the standard formula_3-model and the isotropic Lifshitz tricritical point with Lagrangians see also","free parameter of the Standard Model that is not a dimensionless number. Quadratic terms in formula_14 and formula_15 arise, which give masses to the ""W"" and ""Z"" bosons: with their ratio determining the Weinberg angle, formula_16, and leave a massless U(1) photon, formula_17. The mass of the Higgs boson itself is given by The quarks and the leptons interact with the Higgs field through Yukawa interaction terms: +\lambda_u^{ij}\frac{\phi^1-i\phi^2}{\sqrt{2}}\overline d_L^i u_R^j\\ &-\lambda_d^{ij}\frac{\phi^0+i\phi^3}{\sqrt{2}}\overline d_L^i d_R^j -\lambda_d^{ij}\frac{\phi^1+i\phi^2}{\sqrt{2}}\overline u_L^i d_R^j\\ &-\lambda_e^{ij}\frac{\phi^0+i\phi^3}{\sqrt{2}}\overline e_L^i e_R^j -\lambda_e^{ij}\frac{\phi^1+i\phi^2}{\sqrt{2}}\overline \nu_L^i e_R^j where formula_18 are left-handed and right-handed quarks and leptons of the ""i""th generation, formula_19 are matrices of Yukawa","the integral with respect to ""Φ"" gives: Integrate by parts and discard the total integral. Then divide out by ""δΦ"" to get: and thus which yields Gauss's law for gravity. The Lagrange density for general relativity in the presence of matter fields is formula_48 is the curvature scalar, which is the Ricci tensor contracted with the metric tensor, and the Ricci tensor is the Riemann tensor contracted with a Kronecker delta. The integral of formula_49 is known as the Einstein-Hilbert action. The Riemann tensor is the tidal force tensor, and is constructed out of Christoffel symbols and derivatives of Christoffel"
178,"be determined simply from the form of the Hamiltonian. The new quantization rule was ""assumed to be universally true"", even though the derivation from the old quantum theory required semiclassical reasoning. To make the transition to standard quantum mechanics, the most important further addition was the quantum state vector, now written |""ψ""⟩, which is the vector that the matrices act on. Without the state vector, it is not clear which particular motion the Heisenberg matrices are describing, since they include all the motions somewhere. The interpretation of the state vector, whose components are written , was furnished by Born. This","for the product of the above two matrices as specified by the relevant equation in Heisenberg's 1925 paper is: Where:<br> A=p(n︎←n-a)*q(n-a︎←n-b)+p(n︎←n-b)*q(n-b︎←n-b)+p(n︎←n-c)*q(n-c︎←n-b)+... B=p(n-a︎←n-a)*q(n-a︎←n-c)+p(n-a︎←n-b)*q(n-b︎←n-c)+p(n-a︎←n-c)*q(n-c︎←n-c)+... C=p(n-b︎←n-a)*q(n-a︎←n-d)+p(n-b︎←n-b)*q(n-b︎←n-d)+p(n-b︎←n-c)*q(n-d︎←n-d)+... and so forth. If the matrices were reversed, the following values would result: A=q(n︎←n-a)*p(n-a︎←n-b)+q(n︎←n-b)*p(n-b︎←n-b)+q(n︎←n-c)*p(n-c︎←n-b)+...<br> B=q(n-a︎←n-a)*p(n-a︎←n-c)+q(n-a︎←n-b)*p(n-b︎←n-c)+q(n-a︎←n-c)*p(n-c︎←n-c)+...<br> C=q(n-b︎←n-a)*p(n-a︎←n-d)+q(n-b︎←n-b)*p(n-b︎←n-d)+q(n-b︎←n-c)*p(n-d︎←n-d)+... and so forth. Note how changing the order of multiplication changes the numbers, step by step, that are actually multiplied. https://arxiv.org/pdf/quant-ph/0404009v1 Direct download for Aitchison et al. on this subject. Heisenberg's entryway to matrix mechanics Werner Heisenberg contributed to science at a point when the old quantum physics was discovering a field littered with more and more stumbling blocks. He decided","independent parameters. The matrices satisfy the commutator: where the indices , , take the values 1, 2, 3... 8. The structure constants ""f"" are totally antisymmetric in all indices analogous to those of SU(2). In the standard colour charge basis (""r"" for red, ""g"" for green, ""b"" for blue): the colour states are eigenstates of the and matrices, while the other matrices mix colour states together. The eight gluons states (8-dimensional column vectors) are simultaneous eigenstates of the adjoint representation of , the 8-dimensional representation acting on its own Lie algebra , for the and matrices. By forming tensor products"
179,"particle's potential energy, formula_41, can be calculated from a line integral of the work, formula_42. We integrate from a point at infinity, and assume a collection of formula_12 particles of charge formula_44, are already situated at the points formula_14. This potential energy (in Joules) is: where formula_47 is the distance of each charge formula_13 from the test charge formula_2, which situated at the point formula_15, and formula_51 is the electric potential that would be at formula_15 if the test charge were not present. If only two charges are present, the potential energy is formula_53. The total electric potential energy due","is equal to the speed of one proton as viewed in the ZMF, so we can re-write with formula_10: formula_11 So the energy of the proton must be formula_12 MeV. Therefore, the minimum kinetic energy for the proton must be formula_13 MeV. Consider the case where a particle 1 with lab energy formula_14 (momentum formula_15) and mass formula_16 impinges on a target particle 2 at rest in the lab, i.e. with lab energy and mass formula_17. The threshold energy formula_18 to produce three particles of masses formula_19, formula_20, formula_21, i.e. formula_22 is then found by assuming that these three particles","is the net charge of the pore when it contains formula_36 identical ions of valence formula_5, the sign of the moving ions being opposite to that of the formula_1, formula_39 represents the electrostatic self-capacitance of the pore, and formula_40 is the electric permittivity of the vacuum. Thermodynamics and statistical mechanics describe systems that have variable numbers of particles via the chemical potential formula_41, defined as Gibbs free energy formula_42 per particle:formula_43, where formula_44 is the Gibbs free energy for the system of formula_36 particles. In thermal and particle equilibrium with bulk reservoirs, the entire system has a common value of"
180,"on beryllium-8 indicates that the nucleus is in an excited state. The excited beryllium-8 nucleus then splits into two helium-4 nuclei. The highest flux of solar neutrinos come directly from the proton-proton interaction, and have a low energy, up to 400 keV, as shown in Fig. 1. There are also several other significant production mechanisms, with energies up to 18 MeV. From the Earth, the amount of neutrino flux at Earth is around 7·10 particles·cm·s . The number of neutrinos can be predicted by the Standard Solar Model. The detected number of electron neutrinos was only 1/3 of the predicted","come from the first step of the pp chain but their energy is so low (<0.425 MeV) they are very difficult to detect. A rare side branch of the pp chain produces the ""boron-8"" neutrinos with a maximum energy of roughly 15 MeV, and these are the easiest neutrinos to detect. A very rare interaction in the pp chain produces the ""hep"" neutrinos, the highest energy neutrinos predicted to be produced by the Sun. They are predicted to have a maximum energy of about 18 MeV. All of the interactions described above produce neutrinos with a spectrum of energies. The","the charged particles and the neutrinos. The neutrinos travel from the Sun's core to Earth without any appreciable absorption by the Sun's outer layers. The expected number of solar neutrinos arriving at the earth could be computed using the standard solar model. The model gives a detailed account of the Sun's internal operation. In the late 1960s, Ray Davis and John N. Bahcall designed the Homestake Experiment to measure the flux of neutrinos from the Sun. Within the Homestake Gold Mine in Lead, South Dakota, Davis placed a 380 cubic meter (100,000 gallon) tank of perchloroethylene 1,478 meters (4,850 feet)"
181,"dielectric constant are related, note that Gauss's law connects field to charge as: with ""Q"" = charge density, κ = dielectric constant, ε = permittivity of empty space and ""E"" = electric field. From this law it appears the same charge can be maintained in the channel at a lower field provided κ is increased. The voltage on the gate is given by: with ""V"" = gate voltage, ""V"" = voltage at channel side of insulator, and ""t"" = insulator thickness. This equation shows the gate voltage will not increase when the insulator thickness increases, provided κ increases to keep","through the semiconductor surface space charge layer which has been known since about 1948 as the Mott barrier. Walter H. Schottky and Spenke extended Mott's theory by including a donor ion whose density is spatially constant through the semiconductor surface layer. This changed the constant electric field assumed by Mott to a linearly decaying electric field. This semiconductor space-charge layer under the metal is known as the Schottky barrier. A similar theory was also proposed by Davydov in 1939. Although it gives the correct direction of rectification, it has also been proven that the Mott theory and its Schottky-Davydov extension","Mott–Schottky equation The Mott–Schottky equation relates the capacitance to the applied voltage across a semiconductor-electrolyte junction. formula_1 where formula_2 is the differential capacitance formula_3, formula_4 is the dielectric constant of the semiconductor, formula_5 is the permittivity of free space, formula_6 is the area such that the depletion region volume is formula_7, formula_8 is the elementary charge, formula_9 is the density of dopants, formula_10 is the applied potential, formula_11 is the flatband potential, formula_12 is the Boltzmann constant, and T is the absolute temperature. This theory predicts that a Mott–Schottky plot will be linear. The doping density formula_9 can be derived"
182,"prepare cyclohexane by HI reduction of benzene at high temperatures, but instead isolated the rearranged product, methylcyclopentane (""see the article on"" cyclohexane). As first reported by Kiliani, hydroiodic acid reduction of sugars and other polyols results in the reductive cleavage of several or even all hydroxy groups, although often with poor yield and/or reproducibility. In the case of benzyl alcohols and alcohols with α-carbonyl groups, reduction by HI can provide synthetically useful yields of the corresponding hydrocarbon product (ROH + 2HI → RH + + I). This process can be made catalytic in HI using red phosphorus to reduce the","At the endpoint, the first excess of hydroxyl ions catalyzes the depolymerization of paraformaldehyde. The reaction is strongly endothermic and yields a sharp inflection. The titration plot is illustrated in Figure 13. The speed of this titration coupled with its precision and accuracy makes it ideal for the analysis of FFA in biodiesel feedstocks and product. Redox reactions are normally strongly exothermic, and can make excellent candidates for thermometric titrations. In the classical determination of ferrous ion with permanganate, the reaction enthalpy is more than double that of a strong acid/strong base titration:Δ""H"" = −123.9 kJ/mol of Fe. The determination","be prepared by the reaction of red phosphorus with sodium chlorite at room temperature. A mixture of hypophosphoric acid, phosphorous acid (HPO) and phosphoric acid (HPO) is produced when white phosphorus oxidises in air when partially immersed in water. The tetrasodium salt NaPO·10HO crystallises at pH 10 and the disodium salt, NaHPO·6HO at pH 5.2. The disodium salt can be passed through an ion exchange column to form the acid dihydrate, HPO·2HO. The anhydrous acid can be formed by vacuum dehydration over PO or by the reaction of HS on lead hypophosphate, PbPO. Hypophosphoric acid is tetraprotic with dissociation constants"
183,"where benzene is symmetrically trinitrated to 1,3,5 trinitrobenzene to produce a precursor for the synthesis of phloroglucinol. The synthesis is noteworthy because ordinary aniline derivatives are unreactive toward hydroxide. Because the triaminobenzene also exists as its imine tautomer, it is susceptible to hydrolysis. The compound behaves like a ketone in its reaction with hydroxylamine, forming the tris(oxime). But it behaves also like a benzenetriol (""K"" = 3.56 × 10, ""K"" 1.32×10), as the three hydroxyl groups can be methylated to give 1,3,5-trimethoxybenzene. The Hoesch reaction allows the synthesis of 1-(2,4, 6-Trihydroxyphenyl)ethanone from phloroglucinol. Leptospermone can be synthesized from phloroglucinol by","with an alumina catalyst at 530 °C, gives approximately a 66% yield, though synthesis under different conditions has also been reported. The mechanisms of such surface-mediated reactions have been investigated, with an eye to achieving greater control over the outcome of the reaction, especially in search of selective and controlled ""ortho""-methylation. Both anisole and pentamethylbenzene have been reported as intermediates in the process. Valentin Koptyug and co-workers found that both hexamethylcyclohexadienone isomers (2,3,4,4,5,6- and 2,3,4,5,6,6-) are intermediates in the process, undergoing methyl migration to form the 1,2,3,4,5,6-hexamethylbenzene carbon skeleton. Trimerisation of three 2-butyne (dimethylacetylene) molecules yields hexamethylbenzene. The reaction is","in 87% yield. The patent literature describes the preparation of 1,3-diphenylisobenzofuran by [4+2]cycloaddition of 1,3-butadiene and dibenzoylethylene (1,4-diphenyl-2-butene-1,4-dione, accessible from fumaroyl chloride and benzene in the presence of aluminum chloride.). Dibenzoylethylene is predominantly present in the trans-configured but it can be converted into the needed ""cis"" configuration by simple heating. The 4,5-dibenzoylcyclohexene formed previously is cyclized with acetic anhydride to the dihydroisobenzofuran. By bromine addition and hydrogen bromide elimination, 1,2-dibenzoylbenzene is formed and recyclized with zinc acetic acid to the final product 1,3-diphenylisobenzofuran. A publication from 1940 describes high yields for the individual stages of the extensive reaction sequence. The"
184,"energy eigenvalue. However, if the Hamiltonian formula_6 has a degenerate eigenvalue formula_7 of degree g, the eigenstates associated with it form a vector subspace of dimension g. In such a case, several final states can be possibly associated with the same result formula_7, all of which are linear combinations of the g orthonormal eigenvectors formula_9. In this case, the probability that the energy value measured for a system in the state formula_10 will yield the value formula_7 is given by the sum of the probabilities of finding the system in each of the states in this basis, i.e. This section","and scalar electric potential ""ϕ"", the Pauli equation reads: where σ = (""σ"", ""σ"", ""σ"") are the Pauli matrices collected into a vector for convenience, p = −""iħ""∇ is the momentum operator wherein ∇ denotes the gradient operator, and is the two-component spinor wavefunction, a column vector written in Dirac notation. The Hamiltonian operator is a 2 × 2 matrix operator because of the Pauli matrices. Substitution into the Schrödinger equation gives the Pauli equation. This Hamiltonian is similar to the classical Hamiltonian for a charged particle interacting with an electromagnetic field, see Lorentz force for details of this classical","and if formula_2 is negative, the potential is repulsive. The corresponding Hamiltonian operator formula_6 is formula_7, where formula_8 is the mass of the particle moving in the potential. The canonical commutation relation of quantum mechanics, formula_9, has the property of being invariant in a scaling formula_10, and formula_11, where formula_12 is some scaling factor. It should be noted that the momentum formula_13 and the position formula_14 are vectors, while the components formula_15,formula_16 and the radius formula_3 are scalars. In an inverse square potential system, if a wavefunction formula_18 is an eigenfunction of the Hamiltonian operator formula_19, it is also an"
185,"very diastereoselectively, with good to excellent yield. However, such procedures are limited to the usage of vinyl- or electron-rich aryl- boronic acids only. Batey and coworkers take advantage of the high diastereoselectivity of this reaction to prepare (±)-6-deoxycastanospermine in 7 steps, with an impressive overall yield of 32% (from the vinyl boronic ester). The key acyclic precursor to deoxycastanospermine (A) is formed first by condensing vinyl boronic ester 1 with Cbz-protected hydroxy-pyrrolidine 2 with a PBM coupling, followed by dihydroxylation and TBS protetction. A then undergo intramolecular cyclization via a one-pot imine formation and reduction sequel, followed by TBS deprotection,","Cope rearrangement to afford cycloheptadienes. The more substituted double bond of the diene reacts preferentially. Furans react similarly with vinyl diazoacetates, although the intermediate cyclopropane may transform either into the Cope rearrangement product or an opened unsaturated carbonyl compound. The distribution of these products is highly dependent on the substitution pattern of the furan. Pyrroles react with vinyl diazoacetates to form nitrogen-bridged cycloheptadienes. The use of methyl lactate as a chiral auxiliary on the vinyl diazoacetate led to moderate diastereoselectivity in the tandem cyclopropanation/Cope rearrangement of Boc-protected pyrrole. Enantioselective intermolecular cyclopropanation has been applied to the synthesis of chiral cyclopropane","reaction. Vinyl groups are generally limited to those which are either 1,1 or 1,2-Disubstituted (vinyl with substituents at R, and R,R respectively), with a wide range of electronic and steric variety tolerated. The ring strain of epoxides provide useful methodology for installation of an amine group two atoms away from an alcohol group. The epoxide may be first broken by bromide nucleophilic attack. Primary amines, aromatic amines, or lithium anilides can also be used as nucleophiles. Protective O-methylation often follows this step and proceeds easily. When sterics allow for attack on only the appropriate carbon (the terminal carbon as opposed"
186,"necessary at infrared wavelengths results in a high data rate of 200-300 GB per night. A quick-look reduction at the Paranal Observatory will be used for daily quality control, but the principal data flow is to transfer the raw data to ESO headquarters in Garching near Munich, Germany, for ingestion into the data archive. Users can extract paw prints (see above) and pass them through a calibration pipeline to remove instrumental artefacts and calibrate the astrometry and photometry. The archive data will also be copied to the VISTA Data Flow System in the UK, where the paw prints will be","from ground-based instruments possible. Commissioning of ESPRESSO at the VLT started late 2017. The instrument is capable of operating in 1-UT mode (using one of the telescopes) and in 4-UT mode. In 4-UT mode, in which all the four 8-m telescopes are connected incoherently to form a 16-m equivalent telescope, the spectrograph will detect extremely faint objects. For example, for G2V type stars: ESPRESSO will focus the observations on the best-suited candidates: non-active, non-rotating, quiet G dwarfs to red dwarfs. It will operate at the peak of its efficiency for a spectral type up to M4-type stars. ESPRESSO will use","distance the Multi-Object Spectrometer for Infra-Red Exploration (MOSFIRE) detector of the Keck Observatory. Nature received the paper on 27 October 2016.) With a redshift z = 7.640 ± 0.001, and being an order of magnitude lower in intensity than the four other Lyman-α emitters currently known at z > 7.5, it is probably the most distant representative source of reionization found to date. This is from a time when the universe was around 700 million years old. MACS 1423-z7p64 MACS 1423-z7p64 is a galaxy listed in the MAssive Cluster Survey (MACS), and announced on 10 April 2017 in the journal"
187,"symmetry of the cell data edge lengths: a=15.876A, b=11.860A, c=6.607A, and angle: beta=95.49 degrees. The axial ratio of zanazziite is a=1.3391 b=1 and c=0.5571. The biaxial orientation of the extinction angles: X=b; Z^a=3 degrees, angles: alpha=1.606 beta=1.610 gema=1.620, optical axis angle: 2V which was measured = 72 degrees and 2V which was calculated = 65 degrees. In X-ray scattering and diffraction models the data presents an approximation of the number of electrons in each atomic site, giving 17.3 e- in the M2 site and 64.8 e- in the M1 site. The crystals in Zanazziite are prismatic to bladed, usually rough,","formula_16 is normal to the particles surface. For the case when the liquid crystal consists of chiral molecules, an additional term to the distortion free energy density is added. The term changes sign when the axes are inverted and is given by: The prefactor formula_18 is dependent on the degree of molecular chirality. Therefore for the case of a chiral liquid crystal, the total free energy density is given by: The quantity formula_20 describes the pitch formula_21 of the cholesteric helix. As a result of liquid crystal mesogens' anisotropic diamagnetic properties and electrical polarizability, electric and magnetic fields can induce","triangles. Interatomic Coulombic decay can occur when one atom is ionised and excited. It can transfer energy to another atom in the trimer, even though they are separated. However this is much more likely to occur when the atoms are close together, and so the interatomic distances measured by this vary with half full height from 3.3 to 12 Å. The predicted mean distance for Interatomic Coulombic decay in He is 10.4 Å. For HeHe this distance is even larger at 20.5 Å. Helium trimer The helium trimer is a weakly bound molecule consisting of three helium atoms. Van der"
188,"(and also relativistic theories with spontaneously broken spacetime symmetries, such as Lorentz symmetry or conformal symmetry, rotational, or translational invariance). It essentially states that, for each spontaneously broken symmetry, there corresponds some quasiparticle with no energy gap—the nonrelativistic version of the mass gap. (Note that the energy here is really and not .) However, two ""different"" spontaneously broken generators may now give rise to the ""same"" Nambu–Goldstone boson. For example, in a superfluid, both the ""U(1)"" particle number symmetry and Galilean symmetry are spontaneously broken. However, the phonon is the Goldstone boson for both. In general, the phonon is effectively","as one gives mass to the gauge fields, renormalizability is lost, and the theory rendered useless. Spontaneous symmetry breaking is a promising mechanism, which could be used to give mass to the vector gauge particles. A significant difficulty which one encounters, however, is Goldstone's theorem, which states that in any quantum field theory which has a spontaneously broken symmetry there must occur a zero-mass particle. So the problem arises—how can one break a symmetry and at the same time not introduce unwanted zero-mass particles. The resolution of this dilemma lies in the observation that in the case of gauge theories,","instanton and TS is intrinsically broken within instantons. Even though TS breaking within instantons is not exactly the phenomenon of the spontaneous breakdown of a symmetry by a global ground state, this effective TS breaking must also result in a scale-free behavior. This understanding is supported by the fact that condensed instantons lead to appearance of logarithms in the correlation functions. This picture of transient dynamics explains computational efficiency of the digital memcomputing machines. In physics, spontaneous symmetry breaking is known as ""ordering"". For example, the spontaneous breakdown of translational symmetry in a liquid is the mathematical essence of crystallization"
189,"liberated proton to form the electrically neutral H-Cl. The other radical reforms a covalent bond with the CHto form CHCl (methyl chloride). In organic (and inorganic) chemistry, nucleophilic substitution is a fundamental class of reactions in which a nucleophile selectively bonds with or attacks the positive or partially positive charge on an atom or a group of atoms. As it does so, it replaces a weaker nucleophile which then becomes a leaving group; The remaining positive or partially positive atom becomes an electrophile. The whole molecular entity of which the electrophile and the leaving group are part is usually called","on a molecule from the backside of the leaving group. This displacement or substitution results in the formation of a substitution product with inversion of stereochemical configuration. The nucleophile forms a bond with its lone pair as the electron source. The electron sink which ultimately accepts the electron density is the nucleofuge (leaving group), with bond forming and bond breaking occurring simultaneously at the transition state (marked with a double-dagger). Because an S2 reaction proceeds with the substitution of a leaving group with a nucleophile, the S designation is used. Because this mechanism proceeds with the interaction of two species","that have been investigated are fluorinated alkenes. Another reaction type is oxidative addition of a metal into a C-F bond followed by a reductive elimination step in presence of a hydrogen source. For example, perfluoronated pyridine reacts with bis(cyclooctadiene)nickel(0) and triethylphosphine to the oxidative addition product and then with HCl to the ortho-hydrodefluorinated product. In reductive hydrodefluorination the fluorocarbon is reduced in a series of single electron transfer steps through the radical anion, the radical and the anion with ultimate loss of a fluorine anion. An example is the conversion of pentafluorobenzoic acid to 3,4,5-tetrafluorobenzoic acid in a reaction of"
